,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS,OBJECTID_1,OBJECTID,type,coordinates
533,WMA,"Williams, Arizona",233 North Grand Canyon Blvd,Grand Canyon Railway Depot,Williams,AZ,86046-2563,BUS,04,534,499,Point,"[-112.19146000041394, 35.249149000409055]"
534,WMJ,"Williams Junction, Arizona",No address.  Reserve from WMA.,Free shuttle provided WMA-WMJ.,Williams Junction,AZ,86046,RAIL,04,535,500,Point,"[-112.18866700075338, 35.25239199920373]"
535,WND,"Windsor, Connecticut",41 Central St., ,Windsor,CT,06095-2908,RAIL,09,536,501,Point,"[-72.6437610006444, 41.851916999243066]"
536,WNK,"Walloon Lake, Michigan",Hwy 131 & Hwy 75, ,Walloon Lake,MI,49796,BUS,26,537,502,Point,"[-84.9280849995701, 45.27373099935442]"
537,WNL,"Windsor Locks, Connecticut",South Main St at Stanton Road, ,Windsor Locks,CT,06096,RAIL,09,538,503,Point,"[-72.62588666268417, 41.91355295670895]"
538,WNM,"Windsor, Vermont",26 Depot Ave, ,Windsor,VT,05089-1407,RAIL,50,539,504,Point,"[-72.38545200017117, 43.48044199956663]"
539,WNN,"Winnemucca, Nevada",209 Railroad Street, ,Winnemucca,NV,89445,RAIL,32,540,505,Point,"[-117.73156699969306, 40.96954299919727]"
540,WNR,"Walnut Ridge, Arkansas",109 Southwest Front Street, ,Walnut Ridge,AR,72476,RAIL,05,541,506,Point,"[-90.95616099972145, 36.06831699994928]"
541,WNS,"Winston-Salem, North Carolina",100 West 5th Street,"City Transfer Center, 5th & Trade Sts",Winston-Salem,NC,27101,BUS,37,542,507,Point,"[-80.24620800043914, 36.092934000311864]"
542,WNT,"Warrenton, Oregon",695 S. Highway 101,Fred Meyers Shopping Center,Warrenton,OR,97146,BUS,41,543,508,Point,"[-123.90222449017364, 46.15905030257289]"
543,WOB,"Woburn, Massachusetts",100 Atlantic Ave.,Woburn-Anderson Regional Trans Center,Woburn,MA,01801-1081,RAIL,25,544,509,Point,"[-71.14011580601408, 42.513972414622465]"
544,WOR,"Worcester, Massachusetts",2 Washington Square,Worcester Union Station,Worcester,MA,01604,RAIL,25,545,510,Point,"[-71.79332700004511, 42.26137900076239]"
545,WPB,"West Palm Beach, Florida",201 South Tamarind Ave, ,West Palm Beach,FL,33402,RAIL,12,546,511,Point,"[-80.06246200003758, 26.712340999565434]"
546,WPK,"Winter Park, Florida",150 West Morse Blvd, ,Winter Park,FL,32789-3825,RAIL,12,547,512,Point,"[-81.35198199942907, 28.59713199929942]"
547,WPT,"Wolf Point, Montana",320 Front Street, ,Wolf Point,MT,59201-1413,RAIL,30,548,513,Point,"[-105.64035800018753, 48.090782000349314]"
548,WRJ,"White River Jct., Vermont",102 Railroad Row, ,White River Jct.,VT,05001-7042,RAIL,50,549,514,Point,"[-72.31795499990233, 43.6485560002153]"
549,MPR,"Montpelier, Vermont",Junction Rd and Short Rd, ,Montpelier,VT,05602,RAIL,50,550,516,Point,"[-72.60868100097703, 44.257361999487436]"
550,MRB,"Martinsburg, West Virginia",229 East Martin St., ,Martinsburg,WV,25401,RAIL,54,551,517,Point,"[-77.96150200072961, 39.458271000484075]"
551,MRC,"Maricopa, Arizona",19427 N. John Wayne Parkway,P.O. Box 897,Maricopa,AZ,85239,RAIL,04,552,518,Point,"[-112.04792800088593, 33.05843700012315]"
552,MRP,"Mariposa, California",5158 State Highway 140,Visitor Center Stop Hwy 140 at Hwy 49,Mariposa,CA,95338,BUS,06,553,519,Point,"[-119.96954299944541, 37.489658000708744]"
553,MRV,"Marysville, California",I Street between 8th and 9th,Yuba-Sutter Transit Shelter,Marysville,CA,95901-5211,BUS,06,554,520,Point,"[-121.5971893802259, 39.14357529310208]"
554,MRY,"Monterey (Transit Plaza), California",500 Tyler Street,Corner of East Pearl Street and Tyler Street,Monterey,CA,93940,BUS,06,555,521,Point,"[-121.8925629995776, 36.59801099979028]"
555,MSN,"Madison, Wisconsin",800 Langdon St.,Univ of Wisconsin Memorial Union,Madison,WI,53706-1419,BUS,55,556,522,Point,"[-89.39875799990035, 43.07587100009897]"
556,MSP,"St. Paul/Minneapolis, Minnesota",Midway Station,730 Transfer Road,St. Paul,MN,55114-1498,RAIL,27,557,523,Point,"[-93.18632500092977, 44.96332900089277]"
557,MSS,"Manassas, Virginia",9431 West Street, ,Manassas,VA,20110,RAIL,51,558,524,Point,"[-77.47384600075014, 38.750034000967645]"
558,MTP,"Mt. Pleasant, Iowa",418 North Adams Street, ,Mt. Pleasant,IA,52641,RAIL,19,559,525,Point,"[-91.55123900023996, 40.97130599988097]"
559,MTZ,"Martinez, California",601 Marina Vista Ave., ,Martinez,CA,94553-1132,RAIL,06,560,527,Point,"[-122.13635299993254, 38.01973300055394]"
560,MVN,"Malvern, Arkansas",200 East First St., ,Malvern,AR,72104-3922,RAIL,05,561,528,Point,"[-92.81235499977956, 34.36591699988383]"
561,MVW,"Mount Vernon, Washington",105 East Kincaid St.,Skagit Transportation Center,Mount Vernon,WA,98273-4327,RAIL,53,562,529,Point,"[-122.32978099934716, 48.435589000185516]"
562,MYA,"Monterey (Aquarium), California",886 Cannery Row,Monterey Bay Aquarium (In Front of),Monterey,CA,94940-1023,BUS,06,563,530,Point,"[-121.90142012866595, 36.61791933659591]"
563,MYH,"Monterey (Hyatt Regency), California",1 Old Golf Course Road,Hyatt Regency Hotel,Monterey,CA,93940,BUS,06,564,531,Point,"[-121.87678846191592, 36.59316677539068]"
564,MYM,"Monterey (Marriott), California",350 Calle Principal,Marriott Hotel,Monterey,CA,93940,BUS,06,565,532,Point,"[-121.8946739515621, 36.60067084931376]"
565,MYS,"Mystic, Connecticut",2 Roosevelt Avenue,U.S.Route 1,Mystic,CT,06355,RAIL,09,566,533,Point,"[-71.95978500005889, 41.34920100039837]"
566,MYT,"Monterey (Travelodge), California",675 Munras Street,Casa Munras Garden Hotel,Monterey,CA,93940,BUS,06,567,534,Point,"[-121.8930544759544, 36.595747363667684]"
567,NAM,"Nampa, Idaho",3116 Garrity Blvd,Suite 11,Nampa,ID,83651,BUS,16,568,535,Point,"[-116.55715900008424, 43.57632099992086]"
568,NBK,"New Brunswick, New Jersey",French and Albany Streets,New Jersey Transit Station,New Brunswick,NJ,08901,RAIL,34,569,537,Point,"[-74.44850200034128, 40.49535399982722]"
569,NBM,"New Buffalo, Michigan",517 South Whittaker Street, ,New Buffalo,MI,49117,RAIL,26,570,538,Point,"[-86.73987600007464, 41.7879490004665]"
570,NBN,"Newbern-Dyersburg, Tennessee",108 Jefferson St, ,Newbern,TN,38059,RAIL,47,571,539,Point,"[-89.26296200054502, 36.11244999972058]"
571,NCG,"Nacogdoches, Texas",University Drive & Starr Road,Mobil Oil Convenience Store,Nacogdoches,TX,75963,BUS,48,572,540,Point,"[-94.63967100033291, 31.618300999166024]"
572,NCM,"Necanicum Junction, Oregon",Hwy 26 and Hwy 53,Bus stop is 100 ft east of junction,Necanicum Junction,OR,97301,BUS,41,573,541,Point,"[-123.76024110624539, 45.90250033503316]"
573,NCR,"New Carrollton, Maryland",4300 Garden City Drive, ,New Carrollton,MD,20785-2209,RAIL,24,574,542,Point,"[-76.86443299933799, 38.953330999148825]"
574,NBT,"Newburyport, Massachusetts",90 Storey Avenue, ,Newburyport,MA,01950,BUS,25,575,543,Point,"[-70.91896225128107, 42.81595465542351]"
575,PTS,"Portsmouth, New Hampshire",185 Grafton Drive,Portsmouth Transportation Center,Portsmouth,NH,03801,BUS,33,576,544,Point,"[-70.8080322496075, 43.062863264295224]"
576,SDC,"Sedona (Center Bus Stop), Arizona",300 North Highway 89A,Canyon Breeze Restaurant,Sedona,AZ,86336,BUS,04,577,545,Point,"[-111.75942754448658, 34.87108578382575]"
577,NDL,"Needles, California",900 Front Street, ,Needles,CA,92363,RAIL,06,578,547,Point,"[-114.60487399993461, 34.840279000483]"
578,NEW,"Newton, Kansas",414 North Main St.,Newton Station,Newton,KS,67114-2203,RAIL,20,579,548,Point,"[-97.34460400042346, 38.04730999985494]"
579,NFK,"Norfolk, Virginia",215 W York Street,Stop on West Bute Street at York Street Garage,Norfolk,VA,23510,BUS,51,580,549,Point,"[-76.29112251574516, 36.85351544206943]"
580,NFL,"Niagara Falls, New York, United States",27th St. and Lockport Rd., ,Niagara Falls,NY,14305,RAIL,36,581,550,Point,"[-79.03066299986699, 43.11360199979384]"
581,NHL,"Santa Clarita-Newhall, California",24300 Railroad Avenue,Metrolink Station,Santa Clarita,CA,91321-0000,RAIL,06,582,552,Point,"[-118.52675230973354, 34.37898495433724]"
582,NHN,"New Hampton, New Hampshire",325 Route 104,Munce's Konvenience Store/CITGO,New Hampton,NH,03256-4219,BUS,33,583,553,Point,"[-71.63332690416722, 43.61987548244711]"
583,NHV,"New Haven, Connecticut",50 Union Avenue,Union Station,New Haven,CT,06519-1754,RAIL,09,584,554,Point,"[-72.92599500006456, 41.29866799977187]"
584,NIB,"New Iberia, Louisiana",West Washington St.,"at railroad tracks, downtown",New Iberia,LA,70560,RAIL,22,585,555,Point,"[-91.8235170001123, 30.008487999783892]"
585,NLC,"New London, Connecticut",27 Water Street, ,New London,CT,06320,RAIL,09,586,556,Point,"[-72.09388699957057, 41.354332000214185]"
586,NLS,"Niles, Michigan",598 Dey St., ,Niles,MI,49120-1745,RAIL,26,587,557,Point,"[-86.2536160009113, 41.83657500031129]"
587,NOL,"New Orleans, Louisiana",1001 Loyola Avenue,NEW ORLEANS UNION PASSENGER TERMINAL,New Orleans,LA,70113,UNK,22,588,560,Point,"[-90.0795969990721, 29.946796000237647]"
588,NOR,"Norman, Oklahoma",200 South Jones Avenue, ,Norman,OK,73069-6023,RAIL,40,589,561,Point,"[-97.44216900025056, 35.21962700050752]"
589,NPN,"Newport News, Virginia",9304 Warwick Boulevard, ,Newport News,VA,23601-4535,RAIL,51,590,562,Point,"[-76.4510499999003, 37.01935599960676]"
590,NPO,"Newport, Oregon",956 SW 10th Street,Greyhound Station,Newport,OR,97365,BUS,41,591,563,Point,"[-124.05952500040073, 44.626015000130295]"
591,NPV,"Naperville, Illinois",105 E. Fourth Ave.,Corner of 4th Ave. & Ellsworth St.,Naperville,IL,60540,RAIL,17,592,564,Point,"[-88.14504999957205, 41.779507000189774]"
592,NRK,"Newark, Delaware",429 South College Ave., ,Newark,DE,19711-5105,RAIL,10,593,566,Point,"[-75.75334899941484, 39.67032199910752]"
593,NRO,"New Rochelle, New York",1 Railroad Plaza,Metro-North Station,New Rochelle,NY,10801-6353,RAIL,36,594,567,Point,"[-73.78200499993923, 40.913920999906566]"
594,NSF,"North Carolina State Fair, North Carolina",1025 Blue Ridge Blvd.,at the railroad crossing,Raleigh,NC,27607-3902,RAIL,37,595,568,Point,"[-78.70593366412892, 35.794048809664154]"
595,NWK,"Newark (Penn Station), New Jersey",1 Raymond Plaza West,Market Street,Newark,NJ,07102-5405,RAIL,34,596,569,Point,"[-74.16488599945038, 40.7342799997727]"
596,NYP,"New York (Penn Station), New York",8th Ave 31st  Street / 8th Ave 33rd Street,Pennsylvania Station,New York,NY,10001,RAIL,36,597,570,Point,"[-73.99186700014712, 40.74968000026677]"
597,OAC,"Coliseum/Oakland Airport, Oakland, California",700 73rd Avenue,Across San Leandro Blvd. from BART station,Oakland,CA,94621-3316,RAIL,06,598,571,Point,"[-122.19774049686862, 37.75188125661551]"
598,OCA,"Ocala, Florida",531 Northeast First Ave, ,Ocala,FL,34470-6647,BUS,12,599,572,Point,"[-82.13639099984532, 29.19222800067168]"
599,OGD,"Ogden, Utah",2393 Wall Avenue,Greyhound Bus Station,Ogden,UT,84401,BUS,49,600,573,Point,"[-111.9789050001046, 41.221572999575244]"
600,OGW,"Okanagan,  Washington",310 2nd Ave South,Food Depot,Okanogan,WA,98840,BUS,53,601,574,Point,"[-119.58226548413535, 48.36264588617422]"
601,OKC,"Oklahoma City, Oklahoma",100 South E.K. Gaylord Blvd., ,Oklahoma City,OK,73102,RAIL,40,602,575,Point,"[-97.51263400008216, 35.466145000512746]"
602,OKE,"Okeechobee, Florida",801 North Parrott Avenue, ,Okeechobee,FL,34972-2130,RAIL,12,603,576,Point,"[-80.83030699906597, 27.25121900042969]"
603,OKJ,"Oakland, California",245 Second Street, ,Oakland,CA,94607,RAIL,06,604,577,Point,"[-122.27074400004751, 37.79464699957305]"
604,OKO,"Okemo, Vermont",77 Okemo Ridge Rd,The Inn at Jackson Gore,Ludlow,VT,05149-9692,BUS,50,605,579,Point,"[-72.70835100055153, 43.40061999927928]"
605,OLT,"San Diego (Old Town), California",4005 Taylor Street, ,San Diego,CA,92110,RAIL,06,606,580,Point,"[-117.19998812542481, 32.75545496211767]"
606,OLW,"Olympia/Lacey, Washington",6600 Yelm Highway S.E., ,Lacey,WA,98513-6481,RAIL,53,607,581,Point,"[-122.79580700009791, 46.99066200104188]"
607,OMA,"Omaha, Nebraska",1003 S. 9th Street, ,Omaha,NE,68108,RAIL,31,608,582,Point,"[-95.92742199953764, 41.25016799998813]"
608,OMW,"Omak, Washington",800 East Riverside Drive,Shell Station/Food Mart,Omak,WA,98841-9580,BUS,53,609,583,Point,"[-119.51948767271884, 48.416285380697836]"
609,ONA,"Ontario, California",228 South Plum Street,Amtrak Passenger Platform,Ontario,CA,91764,RAIL,06,610,584,Point,"[-117.64785799928711, 34.06170699997898]"
610,ONT,"Ontario, Oregon",653 East Idaho Avenue,Pilot Truck Stop,Ontario,OR,97914,BUS,41,611,585,Point,"[-116.95706635397853, 44.02717034509675]"
611,ORB,"Old Orchard Beach, Maine (Seasonal)",11 First Street,Chamber of Commerce,Old Orchard Beach,ME,04064,RAIL,23,612,586,Point,"[-70.374847999874, 43.51578400070048]"
612,ORC,"Oregon City, Oregon",1757 Washington Street, ,Oregon City,OR,97045,RAIL,41,613,587,Point,"[-122.59640800049937, 45.36543099969548]"
613,ORL,"Orlando, Florida",1400 Sligh Blvd., ,Orlando,FL,32806-3905,RAIL,12,614,588,Point,"[-81.3817439995639, 28.52569400059543]"
614,ORO,"Orono (University of Maine), Maine",Squapan Rd and Gym Dr,Memorial Gymnasium,Orono,ME,04473,BUS,23,615,589,Point,"[-68.67062117177694, 44.903473416808495]"
615,ORV,"Oroville, California",Hwy 70 and Grand Ave.,Park and Ride,Oroville,CA,95965,BUS,06,616,590,Point,"[-121.57018299995433, 39.51986700019417]"
616,OSB,"Old Saybrook, Connecticut",455 Boston Post Road,Saybrook Junction Market Place,Old Saybrook,CT,06475-1516,RAIL,09,617,591,Point,"[-72.37602200015482, 41.30053300054443]"
617,OSC,"Osceola, Iowa",Main & East Clay Streets, ,Osceola,IA,50213,RAIL,19,618,592,Point,"[-93.76574700008157, 41.03744500022884]"
618,OSD,"Oceanside, California",235 South Tremont Street,Oceanside Transit Center,Oceanside,CA,92054,RAIL,06,619,593,Point,"[-117.37862400004384, 33.19258100023276]"
619,OSH,"Oshkosh, Wisconsin",525 West 20th Ave.,Wittman Field,Oshkosh,WI,54902-6871,BUS,55,620,594,Point,"[-88.53733799953334, 44.01501799921843]"
620,OTM,"Ottumwa, Iowa",210 West Main Street, ,Ottumwa,IA,52501,RAIL,19,621,595,Point,"[-92.41567200037558, 41.01964199934074]"
621,OXN,"Oxnard, California",201 East Fourth Street,Oxnard Transportation Center,Oxnard,CA,93030,RAIL,06,622,596,Point,"[-119.17486600021009, 34.19883300051538]"
622,PAK,"Palatka, Florida",220 North 11th Street, ,Palatka,FL,32077-3615,RAIL,12,623,598,Point,"[-81.64054099903544, 29.64930899957321]"
623,PAO,"Paoli, Pennsylvania",13 Lancaster Ave.,Lancaster Pike & North Valley Rd,Paoli,PA,19301,RAIL,42,624,599,Point,"[-75.48374899957534, 40.04228600047464]"
624,PAR,"Parkesburg, Pennsylvania",W. First and S. Culvert Streets, ,Parkesburg,PA,19365,RAIL,42,625,600,Point,"[-75.92177599963188, 39.95918299934244]"
625,PAS,"Pasadena, California",150 South Los Robles Ave.,Pasadena Hilton Hotel,Pasadena,CA,91101-2441,BUS,06,626,601,Point,"[-118.1404269996415, 34.1433300001437]"
626,PBF,"Poplar Bluff, Missouri",400 South Main St., ,Poplar Bluff,MO,63901-5855,RAIL,29,627,602,Point,"[-90.39343299985725, 36.75398599986791]"
627,PCH,"Port Charlotte, Florida",909 King Highway,"Amoco/BP Convenience Store, I-75 exit 170",Port Charlotte,FL,33980-4248,BUS,12,628,604,Point,"[-82.05265800004828, 27.01243000083702]"
628,PCT,"Princeton, Illinois",107 Bicentennial Dr., ,Princeton,IL,61356,RAIL,17,629,605,Point,"[-89.46167800025329, 41.386905999791246]"
629,PCV,"Placerville, California",Mosquito Rd. and Clay St.,Placerville Station Transit Center,Placerville,CA,95667,BUS,06,630,606,Point,"[-120.80158999984002, 38.72783300057153]"
630,PDX,"Portland, Oregon",800 NW Sixth Ave.,Union Station,Portland,OR,97209-3789,RAIL,41,631,607,Point,"[-122.67502599935685, 45.52868299970817]"
631,PEN,"Pendleton, Oregon",320 SW Court Street,Greyhound Station,Pendleton,OR,97801,BUS,41,632,608,Point,"[-118.78950500013451, 45.67185199987744]"
632,PGH,"Pittsburgh, Pennsylvania",1100 Liberty Avenue, ,Pittsburgh,PA,15222,RAIL,42,633,609,Point,"[-79.99325599985649, 40.445042000018205]"
633,PHA,"Phoenix (Airport), Arizona",3400 East Sky Harbor Blvd.,"City-to-City Transport Desk, Terminals 2, 3, or 4",Phoenix,AZ,85034,BUS,04,634,610,Point,"[-112.00904800000595, 33.43753100019385]"
634,PHG,"Phoenix (Greyhound), Arizona",2115 East Buckeye Road, ,Phoenix,AZ,85034,BUS,04,635,611,Point,"[-112.03599051275576, 33.436810378464195]"
635,PHL,"Philadelphia (30th St), Pennsylvania",2955 Market St.,30th Street Station,Philadelphia,PA,19104-2898,RAIL,42,636,612,Point,"[-75.1831890000499, 39.95460900058713]"
636,PHN,"Philadelphia (North), Pennsylvania",2900 North Broad St.,Broad St. and Glenwood Ave.,Philadelphia,PA,19132-2400,RAIL,42,637,613,Point,"[-75.15436599989837, 39.996906000406]"
637,PIA,"Peoria, Illinois",6100 West Everett M. Dirksen Parkway,"Greater Peoria Airport, lower level",Peoria,IL,61607-1220,BUS,17,638,614,Point,"[-89.68823199920064, 40.67008200045632]"
638,PIC,"Picayune, Mississippi",US 11 at Tate Street, ,Picayune,MS,39466,RAIL,28,639,615,Point,"[-89.68013799972599, 30.52471199982684]"
639,PIT,"Pittsfield, Massachusetts",1 Columbus Avenue,at North St. (US Hwy 7),Pittsfield,MA,01201-5058,RAIL,25,640,616,Point,"[-73.25604200026355, 42.450401000552134]"
640,PJC,"Princeton Junction, New Jersey",2 Wallace Road, ,Princeton Junction,NJ,08550-1008,RAIL,34,641,617,Point,"[-74.62323000045512, 40.31721899980295]"
641,RHI,"Rhinecliff, New York",Hutton and Charles Sts., ,Rhinecliff,NY,12574,RAIL,36,642,667,Point,"[-73.95207199957326, 41.920891000037074]"
642,RIC,"Richmond, California",1700 Nevin Avenue,BART Station,Richmond,CA,94802,RAIL,06,643,668,Point,"[-122.3530499999646, 37.93608499901493]"
643,RIV,"Riverside, California",4066 Vine St.,Metrolink Station,Riverside,CA,92507-4223,RAIL,06,644,669,Point,"[-117.36962099982475, 33.976521000650315]"
644,RKF,"Rockford, Michigan",US 131 & 10 Mile Road NE,"Amoco Station, Exit 97",Rockford,MI,49341,BUS,26,645,670,Point,"[-85.55965399974244, 43.119095000536404]"
645,RKV,"Rockville, Maryland",251 Hungerford Drive at Park Rd.,Metro/Amtrak/MARC station,Rockville,MD,20850,RAIL,24,646,671,Point,"[-77.14667017699762, 39.084517624154735]"
646,RLN,"Rocklin, California",Rocklin Rd. and Railroad Ave., ,Rocklin,CA,95677,RAIL,06,647,672,Point,"[-121.23627499934169, 38.79154600024493]"
647,RMT,"Rocky Mount, North Carolina",101 Hammond Street, ,Rocky Mount,NC,27804-5820,RAIL,37,648,673,Point,"[-77.79789699975255, 35.938151999562194]"
648,RNO,"Reno, Nevada",280 North Center St.,"East Commercial Row and Center St., by Harrah's Ca",Reno,NV,89501-1425,RAIL,32,649,674,Point,"[-119.81123400095449, 39.52864099984051]"
649,ROC,"Rochester, New York",320 Central Avenue, ,Rochester,NY,14605,RAIL,36,650,675,Point,"[-77.60952800030267, 43.1626049995066]"
650,ROD,"Rockland, Maine",517A Main St.,Maine State Ferry Terminal,Rockland,ME,04841-3366,BUS,23,651,676,Point,"[-69.10918232267784, 44.10658588005823]"
651,ROM,"Rome, New York",6599 Martin Street, ,Rome,NY,13440,RAIL,36,652,677,Point,"[-75.45143900000231, 43.1992259996255]"
652,ROY,"Royal Oak, Michigan",202 South Sherman Ave., ,Royal Oak,MI,48069,RAIL,26,653,678,Point,"[-83.14784199910558, 42.489043999922046]"
653,RPC,"Rohnert Park, California",6335 Redwood Drive,Transit Stop,Rohnert Park,CA,94928,BUS,06,654,679,Point,"[-122.70992179947521, 38.34802123386325]"
654,RPH,"Randolph, Vermont",South Main and Salisbury Sts.,Depot Square,Randolph,VT,05060,RAIL,50,655,680,Point,"[-72.66584799980761, 43.92285499980985]"
655,RPT,"Reedsport, Oregon",1401 Highway 101 South,Sunrise Shop-n-Save,Reedsport,OR,97467-1605,BUS,41,656,681,Point,"[-124.11159934747768, 43.698410506034485]"
656,RSP,"Rouses Point, New York",Delaware and Pratt Sts., ,Rouses Point,NY,12979,RAIL,36,657,683,Point,"[-73.37109400067006, 44.99480099950799]"
657,RSV,"Roseville, California",201 Pacific Street, ,Roseville,CA,95678-2242,RAIL,06,658,684,Point,"[-121.28446199931605, 38.75056500077777]"
658,RTE,"Westwood, Route 128 Station, Massachusetts",50 University Ave, ,Westwood,MA,02090-2307,RAIL,25,659,685,Point,"[-71.1499399993535, 42.20787399991888]"
659,RTL,"Rantoul, Illinois",West Sangamon and North Kentucky Aves., ,Rantoul,IL,61866,RAIL,17,660,686,Point,"[-88.15972832129592, 40.31051202451972]"
660,RTZ,"Ritzville, Washington",1503 South Smittys Blvd.,Zips Drive Inn,Ritzville,WA,99169,BUS,53,661,687,Point,"[-118.36475069014753, 47.11902072087931]"
661,RUD,"Rutland, Vermont",25 Evelyn Street, ,Rutland,VT,05701,RAIL,50,662,688,Point,"[-72.98224600027464, 43.607258000586214]"
662,RUG,"Rugby, North Dakota",201 West Dewey Street, ,Rugby,ND,58368,RAIL,38,663,689,Point,"[-99.99762700021824, 48.36928599979756]"
663,RVM,"Richmond (Main St), Virginia",1500 East Main Street, ,Richmond,VA,23219,RAIL,51,664,690,Point,"[-77.42979000062786, 37.53406000004007]"
664,RVR,"Richmond (Staples Mill Rd), Virginia",7519 Staples Mill Road, ,Richmond,VA,23228,RAIL,51,665,691,Point,"[-77.49658199946846, 37.614250000135925]"
665,SAB,"St. Albans, Vermont",40 Federal Street, ,St Albans,VT,05478,RAIL,50,666,692,Point,"[-73.08641100064762, 44.81095100021777]"
666,SAC,"Sacramento, California",401 I Street, ,Sacramento,CA,95814-2308,RAIL,06,667,693,Point,"[-121.4995500007916, 38.58403000072666]"
667,SAF,"Santa Fe (Lamy Shuttle), New Mexico",No specific stop location,Door to door service,Santa Fe,NM,87501,BUS,35,668,694,Point,"[-105.92501800064376, 35.685897999630214]"
668,SAL,"Salisbury, North Carolina",Depot and Liberty Sts., ,Salisbury,NC,28144,RAIL,37,669,695,Point,"[-80.4574200005341, 35.673419999578655]"
669,SAN,"San Diego (Downtown), California",1050 Kettner Blvd, ,San Diego,CA,92101-3339,RAIL,06,670,696,Point,"[-117.16856399946924, 32.716164000097166]"
670,SAO,"Saco, Maine",130 Main Street,Saco Island on Main Street,Saco,ME,04072-3502,RAIL,23,671,697,Point,"[-70.44761200052004, 43.496304000113284]"
671,SAP,"Santa Paula, California",245 South Palm Avenue,at Highway 126,Santa Paula,CA,93060-3376,BUS,06,672,698,Point,"[-119.06944300001156, 34.34771300039252]"
672,SAR,"Saratoga Springs, New York",26 Station Lane, ,Saratoga Springs,NY,12866,RAIL,36,673,699,Point,"[-73.81015799972091, 43.08211499991844]"
673,SAS,"San Antonio, Texas",350 Hoefgen Street, ,San Antonio,TX,78205,RAIL,48,674,700,Point,"[-98.47813399953502, 29.419104000370112]"
674,SAT,"Santa Maria, California",205 South Nicholson Avenue,International House of Pancakes,Santa Maria,CA,93455,BUS,06,675,701,Point,"[-120.41525299997119, 34.951129999466595]"
675,SAV,"Savannah, Georgia",2611 Seaboard Coastline Drive, ,Savannah,GA,31401-1634,RAIL,13,676,702,Point,"[-81.14415700009481, 32.07850600001345]"
676,SBA,"Santa Barbara, California",209 State Street, ,Santa Barbara,CA,93101-3833,RAIL,06,677,703,Point,"[-119.6907200001771, 34.41392499994134]"
677,SBG,"Sebring, Florida",601 East Center St, ,Sebring,FL,33870-3513,RAIL,12,678,705,Point,"[-81.43474600090215, 27.497257000041373]"
678,SBY,"Shelby, Montana",230 W Central Avenue, ,Shelby,MT,59474-2050,RAIL,30,679,706,Point,"[-111.85322600085387, 48.50531399998776]"
679,SCC,"Santa Clara (Caltrain/ACE), California",1001 Railroad Ave., ,Santa Clara,CA,95050-4319,BUS,06,680,708,Point,"[-121.93820021695795, 37.35199727657551]"
680,SCD,"St. Cloud, Minnesota",555 East St. Germain Street, ,St. Cloud,MN,56304-0751,RAIL,27,681,709,Point,"[-94.14778900006681, 45.566891000152694]"
681,SCH,"Schriever, Louisiana",Hwy 20 and Hwy 24, ,Schriever,LA,70395,RAIL,22,682,710,Point,"[-90.81265299958454, 29.74690799981439]"
682,SCS,"Sacramento (State Capitol), California",1389 10th Street,Drop-Only Bus Stop,Sacramento,CA,95814-4905,BUS,06,683,711,Point,"[-121.49528921773712, 38.57590796914556]"
683,SCZ,"Santa Cruz (Metro Center), California",920 Pacific Ave,Highway 17 Express - Metro Center Boards Lane 2,Santa Cruz,CA,95060,BUS,06,684,712,Point,"[-122.02394100082233, 36.97050099920272]"
684,SDL,"Slidell, Louisiana",1827 Front Street, ,Slidell,LA,70458,RAIL,22,685,713,Point,"[-89.78243299962989, 30.278232999431058]"
685,SDY,"Schenectady, New York",332 Erie Blvd., ,Schenectady,NY,12305-1817,RAIL,36,686,714,Point,"[-73.94282499985502, 42.815265999934496]"
686,SEA,"Seattle (Amtrak), Washington",303 South Jackson Street,King St. Station,Seattle,WA,98104-2868,RAIL,53,687,716,Point,"[-122.3284299996352, 47.59891100059336]"
687,SED,"Sedalia, Missouri","100 block of Main Street, through parking lot",Temporary entrance due to construction,Sedalia,MO,65301,RAIL,29,688,717,Point,"[-93.22837799961528, 38.71187199988587]"
688,SFA,"Sanford (Auto Train), Florida",600 South Persimmon Avenue, ,Sanford,FL,32771-2385,RAIL,12,689,718,Point,"[-81.28858200047375, 28.807591999985657]"
689,SFC,"San Francisco (Ferry), California",101 The Embarcadero,at Mission St. and The Embarcadero,San Francisco,CA,94105-1216,BUS,06,690,719,Point,"[-122.39318799977181, 37.7952539995808]"
690,SFF,"San Francisco (Financial), California",5 Embarcadero Center,Corner of California & Drumm Streets,San Francisco,CA,94111-4800,BUS,06,691,720,Point,"[-122.3951870001123, 37.793906999719795]"
691,SFM,"San Francisco (Conv Ctr), California",747 Howard St.,4th & Howard Sts. - Moscone Convention Ctr.,San Francisco,CA,94103-3118,BUS,06,692,721,Point,"[-122.40125636581986, 37.78415346383601]"
692,SFP,"San Francisco (Caltrain), California",700 4th St.,Fourth and Townsend Sts. - Caltrain Station,San Francisco,CA,94107-1617,BUS,06,693,722,Point,"[-122.39372300042241, 37.77701600059111]"
693,SFS,"San Francisco (Shopping), California",835 Market Street,Westfield San Francisco Centre,San Francisco,CA,94103-1901,BUS,06,694,723,Point,"[-122.40631900036824, 37.78476000054493]"
